input_root,relative_run_dir,run_dir,simulation_type_guess,n_raw_actions,n_beer_aligned_actions,n_beer_nonfinish_actions,finish_reached,finish_step_id,num_steps,forced_finish,parse_error,raw_trace_str,beer_aligned_trace_str
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-07_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-07_latest,beer,3,3,2,True,2,3,False,,increase_wavelength -> increase_wavelength -> finish,increase_wavelength -> increase_wavelength -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-08_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-08_latest,concentration,7,1,0,True,6,7,False,,increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> increase_solute_amount -> increase_solute_amount -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-03_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-03_latest,concentration,3,1,0,True,2,3,False,,increase_solute_amount -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-01_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-01_latest,beer,7,7,6,True,6,7,False,,increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> finish,increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-08_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-08_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> increase_concentration -> increase_path_length -> increase_concentration -> finish,increase_wavelength -> increase_concentration -> increase_path_length -> increase_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-06_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-06_latest,concentration,20,1,0,True,19,20,False,,increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-05_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-05_latest,beer,2,2,1,True,1,2,False,,increase_wavelength -> finish,increase_wavelength -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-07_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-07_latest,concentration,11,1,0,True,10,11,False,,increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> increase_solution_volume -> decrease_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-05_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-05_latest,concentration,6,1,0,True,5,6,False,,increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> increase_solute_amount -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-02_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-02_latest,concentration,6,1,0,True,5,6,False,,increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-01_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-01_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> finish,increase_wavelength -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-04_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-04_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> finish,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-04_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-04_latest,concentration,5,1,0,True,4,5,False,,increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-02_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-02_latest,concentration,17,1,0,True,16,17,False,,increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> decrease_solution_volume -> adjust_concentration -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-01_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-01_latest,concentration,15,1,0,True,14,15,False,,increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> increase_solution_volume -> decrease_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> decrease_solute_amount -> increase_solute_amount -> decrease_solute_amount -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-05_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-05_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> increase_concentration -> increase_path_length -> increase_path_length -> finish,increase_wavelength -> increase_concentration -> increase_path_length -> increase_path_length -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-02_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-02_latest,beer,4,4,3,True,3,4,False,,increase_wavelength -> increase_concentration -> increase_concentration -> finish,increase_wavelength -> increase_concentration -> increase_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-04_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-04_latest,beer,12,12,11,True,11,12,False,,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-03_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-03_latest,beer,50,50,50,True,50,50,True,,increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> increase_concentration -> increase_path_length -> increase_path_length -> increase_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> increase_path_length -> increase_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength,increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> increase_concentration -> increase_path_length -> increase_path_length -> increase_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_concentration -> increase_path_length -> increase_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-07_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl3b-07_latest,beer,26,25,24,True,25,26,False,,increase_wavelength -> decrease_absorbance -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> finish,increase_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> increase_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-00_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-00_latest,concentration,36,1,0,True,35,36,False,,increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-00_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-00_latest,concentration,6,1,0,True,5,6,False,,increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> decrease_solute_amount -> decrease_solute_amount -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-02_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-02_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-00_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-00_latest,beer,10,10,9,True,9,10,False,,increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> finish,increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-01_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-01_latest,concentration,9,1,0,True,8,9,False,,increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-09_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-09_latest,beer,3,3,2,True,2,3,False,,increase_wavelength -> increase_wavelength -> finish,increase_wavelength -> increase_wavelength -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-09_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-09_latest,concentration,21,4,3,True,20,21,False,,increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> decrease_solution_volume -> increase_solute_amount -> decrease_concentration -> decrease_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> decrease_concentration -> decrease_concentration -> finish,decrease_concentration -> decrease_concentration -> decrease_concentration -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-03_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_beers_wavelength_qwen25vl7b-03_latest,beer,6,4,3,True,5,6,False,,increase_wavelength -> increase_concentration -> increase_path_length -> run_run -> run_run -> finish,increase_wavelength -> increase_concentration -> increase_path_length -> finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-04_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl3b-04_latest,concentration,48,1,0,True,47,48,False,,increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solution_volume -> increase_solute_amount -> increase_solute_amount -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> increase_solution_volume -> finish,finish
wandb_downloads_student_simulation,scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-09_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation\scientific-exploration-increase-student-simulation\artifacts\episode-student_concentration_qwen25vl7b-09_latest,concentration,8,1,0,True,7,8,False,,increase_solute_amount -> increase_solution_volume -> decrease_solution_volume -> decrease_solution_volume -> increase_solute_amount -> decrease_solution_volume -> increase_solute_amount -> finish,finish
wandb_downloads_student_simulation_5projects,scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-07_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-07_latest,beer,9,9,8,True,8,9,False,,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
wandb_downloads_student_simulation_5projects,scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-08_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-08_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> finish,increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> finish
wandb_downloads_student_simulation_5projects,scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_7b-04_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_7b-04_latest,beer,1,1,0,True,0,1,False,,finish,finish
wandb_downloads_student_simulation_5projects,scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-02_latest,\\wsl.localhost\Ubuntu\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-chart-student\artifacts\episode-chart_student_beers_wavelength_model_qwen25_vl_3b-02_latest,beer,5,5,4,True,4,5,False,,increase_wavelength -> decrease_concentration -> decrease_concentration -> decrease_path_length -> finish,increase_wavelength -> decrease_concentration -> decrease_concentration -> decrease_path_length -> finish
