source,formula,task,modality,prompt_condition,condition,model,run_index,project_name,artifact_name,root_dir,run_dir,steps_path,summary_path,trajectory_path,interaction_log_path,model_family,model_size,episode_id,aligned_sequence,trace,aligned_sequence_str,trace_str,raw_sequence,raw_sequence_str,length,n_unique_actions,contains_finish,finish_step,n_finish,finish_is_last,one_step_finish,has_action_after_finish,n_increase,n_decrease,n_wavelength_actions,n_concentration_actions,n_path_length_actions,n_reversal,first_action,last_action,dominant_action,dominant_variable,action_entropy,n_unknown_action,n_invalid_action,contains_unknown,contains_invalid,finish_reached,forced_finish,parse_error,num_steps,finish_step_id,termination_type,included_in_hmm_main,exclusion_reason
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,4,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-04_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-04_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-04_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-04_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-04_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-04_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run04,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""increase path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> increase path_length -> decrease path_length -> finish,6,6,True,5.0,1,True,False,False,3,2,2,1,2,2,increase_wavelength,finish,increase_wavelength,wavelength,2.584962500721156,0,0,False,False,True,False,,6,5,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_9b,5,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_9b-05_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-05_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-05_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-05_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-05_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-05_latest\interaction_log.json,qwen35,9b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run05,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""increase path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> increase path_length -> decrease path_length -> finish,6,6,True,5.0,1,True,False,False,3,2,2,1,2,2,increase_wavelength,finish,increase_wavelength,wavelength,2.584962500721156,0,0,False,False,True,False,,6,5,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,3,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-03_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-03_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-03_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-03_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-03_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-03_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run03,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_concentration"", ""increase_concentration"", ""increase_concentration"", ""decrease_wavelength"", ""increase_path_length"", ""decrease_concentration"", ""decrease_path_length"", ""decrease_wavelength"", ""increase_wavelength"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_concentration"", ""increase_concentration"", ""increase_concentration"", ""decrease_wavelength"", ""increase_path_length"", ""decrease_concentration"", ""decrease_path_length"", ""decrease_wavelength"", ""increase_wavelength"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_wavelength -> increase_path_length -> decrease_concentration -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_wavelength -> increase_path_length -> decrease_concentration -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""increase path_length"", ""decrease path_length"", ""decrease concentration"", ""increase concentration"", ""increase concentration"", ""decrease wavelength"", ""increase path_length"", ""decrease concentration"", ""decrease path_length"", ""decrease wavelength"", ""increase wavelength"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> increase path_length -> decrease path_length -> decrease concentration -> increase concentration -> increase concentration -> decrease wavelength -> increase path_length -> decrease concentration -> decrease path_length -> decrease wavelength -> increase wavelength -> finish,15,7,True,14.0,1,True,False,False,7,7,5,5,4,4,increase_wavelength,finish,decrease_wavelength,wavelength,2.739572261986723,0,0,False,False,True,False,,15,14,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_9b,7,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_9b-07_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-07_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-07_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-07_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-07_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-07_latest\interaction_log.json,qwen35,9b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run07,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""decrease concentration"", ""increase path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> decrease concentration -> increase path_length -> decrease path_length -> finish,7,7,True,6.0,1,True,False,False,3,3,2,2,2,3,increase_wavelength,finish,increase_wavelength,wavelength,2.807354922057604,0,0,False,False,True,False,,7,6,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,0,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-00_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-00_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-00_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-00_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-00_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-00_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run00,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_concentration"", ""increase_wavelength"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_concentration"", ""increase_wavelength"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_wavelength -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_wavelength -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""increase path_length"", ""decrease path_length"", ""decrease concentration"", ""increase wavelength"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> increase path_length -> decrease path_length -> decrease concentration -> increase wavelength -> decrease path_length -> finish,9,7,True,8.0,1,True,False,False,4,4,3,2,3,2,increase_wavelength,finish,increase_wavelength,wavelength,2.725480556997868,0,0,False,False,True,False,,9,8,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_9b,1,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_9b-01_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-01_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-01_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-01_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-01_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-01_latest\interaction_log.json,qwen35,9b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run01,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""decrease concentration"", ""increase path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> decrease concentration -> increase path_length -> decrease path_length -> finish,7,7,True,6.0,1,True,False,False,3,3,2,2,2,3,increase_wavelength,finish,increase_wavelength,wavelength,2.807354922057604,0,0,False,False,True,False,,7,6,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,6,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-06_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-06_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-06_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-06_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-06_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-06_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run06,"[""increase_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> decrease_path_length -> finish,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""increase concentration"", ""decrease concentration"", ""increase path_length"", ""decrease path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> increase concentration -> decrease concentration -> increase path_length -> decrease path_length -> decrease path_length -> finish,7,6,True,6.0,1,True,False,False,3,3,1,2,3,2,increase_wavelength,finish,decrease_path_length,path_length,2.521640636343318,0,0,False,False,True,False,,7,6,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_9b,3,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_9b-03_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-03_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-03_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-03_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-03_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-03_latest\interaction_log.json,qwen35,9b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run03,"[""increase_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_wavelength"", ""decrease_wavelength"", ""decrease_path_length"", ""increase_concentration"", ""decrease_path_length"", ""decrease_concentration"", ""finish""]","[""increase_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_wavelength"", ""decrease_wavelength"", ""decrease_path_length"", ""increase_concentration"", ""decrease_path_length"", ""decrease_concentration"", ""finish""]",increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_concentration -> decrease_path_length -> decrease_concentration -> finish,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_concentration -> decrease_path_length -> decrease_concentration -> finish,"[""increase wavelength"", ""increase concentration"", ""increase path_length"", ""decrease wavelength"", ""decrease wavelength"", ""decrease path_length"", ""increase concentration"", ""decrease path_length"", ""decrease concentration"", ""finish""]",increase wavelength -> increase concentration -> increase path_length -> decrease wavelength -> decrease wavelength -> decrease path_length -> increase concentration -> decrease path_length -> decrease concentration -> finish,10,7,True,9.0,1,True,False,False,4,5,3,3,3,0,increase_wavelength,finish,increase_concentration,wavelength,2.721928094887362,0,0,False,False,True,False,,10,9,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_9b,9,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_9b-09_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-09_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-09_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-09_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-09_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_9b-09_latest\interaction_log.json,qwen35,9b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run09,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_concentration"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""increase_path_length"", ""decrease_concentration"", ""decrease_path_length"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_path_length -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_path_length -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""increase path_length"", ""decrease concentration"", ""decrease path_length"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> increase path_length -> decrease concentration -> decrease path_length -> finish,7,7,True,6.0,1,True,False,False,3,3,2,2,2,1,increase_wavelength,finish,increase_wavelength,wavelength,2.807354922057604,0,0,False,False,True,False,,7,6,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,5,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-05_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-05_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-05_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-05_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-05_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-05_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run05,"[""increase_wavelength"", ""increase_concentration"", ""decrease_wavelength"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""increase_wavelength"", ""increase_wavelength"", ""increase_path_length"", ""decrease_path_length"", ""finish""]","[""increase_wavelength"", ""increase_concentration"", ""decrease_wavelength"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""increase_wavelength"", ""increase_wavelength"", ""increase_path_length"", ""decrease_path_length"", ""finish""]",increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> finish,increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> finish,"[""increase wavelength"", ""increase concentration"", ""decrease wavelength"", ""decrease concentration"", ""increase path_length"", ""decrease path_length"", ""increase wavelength"", ""increase wavelength"", ""increase path_length"", ""decrease path_length"", ""finish""]",increase wavelength -> increase concentration -> decrease wavelength -> decrease concentration -> increase path_length -> decrease path_length -> increase wavelength -> increase wavelength -> increase path_length -> decrease path_length -> finish,11,7,True,10.0,1,True,False,False,6,4,4,2,4,2,increase_wavelength,finish,increase_wavelength,wavelength,2.6635327548042547,0,0,False,False,True,False,,11,10,model_finish,True,
model,beers,beers_wavelength,text_only,student,text_only_student,qwen35_4b,1,scientific-exploration-increase-student-simulation-text-student,episode-text_student_beers_wavelength_model_qwen35_4b-01_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-01_latest,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-01_latest\steps.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-01_latest\summary.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-01_latest\trajectory.json,\home\lly\projects\project\wandb_downloads_student_simulation_5projects\scientific-exploration-increase-student-simulation-text-student\artifacts\episode-text_student_beers_wavelength_model_qwen35_4b-01_latest\interaction_log.json,qwen35,4b,model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run01,"[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""increase_wavelength"", ""finish""]","[""increase_wavelength"", ""decrease_wavelength"", ""increase_concentration"", ""decrease_concentration"", ""increase_path_length"", ""decrease_path_length"", ""increase_wavelength"", ""finish""]",increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> finish,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> finish,"[""increase wavelength"", ""decrease wavelength"", ""increase concentration"", ""decrease concentration"", ""increase path_length"", ""decrease path_length"", ""increase wavelength"", ""finish""]",increase wavelength -> decrease wavelength -> increase concentration -> decrease concentration -> increase path_length -> decrease path_length -> increase wavelength -> finish,8,7,True,7.0,1,True,False,False,4,3,3,2,2,3,increase_wavelength,finish,increase_wavelength,wavelength,2.75,0,0,False,False,True,False,,8,7,model_finish,True,
